#X,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
SWB011+1.p,110,1048,1158,5192,21403,3,207,110,746,176,0,202,0,202,209,0.024155,0.966507,7,3,668,2,1,G,H,S,M,N,3,3,L,M
SWB018+1.p,111,1047,1158,5192,21403,4,206,111,745,176,0,201,1,201,208,0.024272,0.966346,7,3,668,2,1,G,H,S,M,N,3,3,L,M
COL044-2.p,1,3,4,5,65,1,2,1,3,3,2,0,1,0,2,1,0,2,2,2,12,4,H,U,S,S,G,2,2,S,D
COL044-3.p,1,3,4,5,65,1,2,1,3,3,2,0,1,0,2,1,0,2,2,2,12,4,H,U,S,S,G,2,2,S,D
COL044-4.p,1,3,4,5,67,1,2,1,3,3,2,0,1,0,2,1,0,2,2,2,12,4,H,U,S,S,G,2,2,S,D
COL044-5.p,1,3,4,5,67,1,2,1,3,3,2,0,1,0,2,1,0,2,2,2,12,4,H,U,S,S,G,2,2,S,D
COL049-1.p,1,3,4,4,43,1,3,1,3,4,4,0,0,0,3,1,0,2,1,3,4,3,U,U,P,S,N,2,1,S,M
SET862-2.p,1,14,15,39,266,0,3,1,11,2,0,3,0,3,4,0,0.75,3,2,21,4,1,G,H,S,F,N,3,2,M,M
SEU104+1.p,9,61,70,120,399,6,29,9,53,10,8,7,5,7,36,0.758621,0.194444,2,1,13,4,1,G,H,S,M,N,2,1,M,M
SWC419+1.p,14,187,201,727,2133,2,17,14,116,92,4,17,2,17,17,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
SYN474+1.p,48,152,200,761,1196,0,0,48,80,0,0,0,48,8,8,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN484+1.p,46,153,199,783,1242,0,0,46,79,0,0,0,46,5,5,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN484-1.p,46,153,199,783,1242,0,0,46,79,0,0,0,46,5,5,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN506-1.p,45,151,196,791,1256,0,0,45,72,0,0,0,45,9,9,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN511+1.p,46,158,204,810,1284,0,0,46,79,0,0,0,45,10,10,0,1,0,0,0,1,1,G,H,N,F,N,0,0,S,M
SYN511-1.p,46,158,204,810,1284,0,0,46,79,0,0,0,45,10,10,0,1,0,0,0,1,1,G,H,N,F,N,0,0,S,M
SYN512-1.p,48,158,206,780,1212,0,0,48,80,0,0,0,48,9,9,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
CSR078+5.p,746,19467,20213,48572,168195,1,11415,746,18949,1313,22,11394,1,11394,11443,0.00184,0.995718,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR080+5.p,746,19467,20213,48564,168169,2,11416,746,18949,1313,22,11395,2,11395,11444,0.00184,0.995718,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR081+5.p,746,19467,20213,48565,168172,1,11416,746,18949,1313,22,11395,2,11395,11444,0.00184,0.995718,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR088+5.p,745,19466,20211,48562,168163,1,11415,745,18948,1313,22,11394,1,11394,11443,0.00184,0.995718,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR090+5.p,746,19467,20213,48564,168169,2,11416,746,18949,1313,22,11395,2,11395,11444,0.00184,0.995718,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR091+5.p,747,19465,20212,48564,168169,2,11414,747,18947,1313,22,11393,2,11393,11442,0.00184,0.995718,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR093+4.p,423,7954,8377,21540,76385,0,4521,423,7628,896,16,4500,1,4500,4549,0.004645,0.989228,9,1,1184,5,1,G,H,S,M,N,3,1,L,M
CSR093+5.p,746,19493,20239,48591,168250,1,11442,746,18975,1313,22,11421,2,11421,11470,0.001835,0.995728,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR097+5.p,745,19472,20217,48568,168183,1,11421,745,18954,1313,22,11400,1,11400,11449,0.001839,0.99572,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR102+5.p,746,19463,20209,48561,168162,1,11412,746,18945,1313,22,11391,1,11391,11440,0.00184,0.995717,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR104+5.p,746,19467,20213,48564,168169,2,11416,746,18949,1313,22,11395,2,11395,11444,0.00184,0.995718,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR105+5.p,746,19467,20213,48564,168169,2,11416,746,18949,1313,22,11395,2,11395,11444,0.00184,0.995718,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR106+5.p,745,19470,20215,48566,168175,1,11419,745,18952,1313,22,11398,1,11398,11447,0.001839,0.995719,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR107+5.p,746,19472,20218,48570,168187,1,11421,746,18954,1313,22,11400,2,11400,11449,0.001839,0.99572,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR110+2.p,745,19462,20207,48558,168151,1,11411,745,18944,1313,22,11390,1,11390,11439,0.00184,0.995716,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
ALG429-1.p,43,1308,1351,4164,21878,16,178,43,1028,582,71,138,5,140,191,0.224719,0.732984,4,2,74,7,1,G,H,S,M,N,3,2,L,D
CAT025+1.p,8,65,73,296,1016,3,15,8,54,9,0,9,2,9,16,0.4,0.5625,6,1,33,3,1,G,H,S,M,N,3,1,L,M
LAT300+2.p,112,6078,6190,35550,234821,63,612,112,2615,3449,302,355,46,497,959,0.419935,0.518248,9,2,2955,8,1,G,H,S,M,N,3,2,L,D
NUM594+1.p,10,175,185,716,2598,2,26,10,136,108,10,26,2,26,26,0,1,4,1,75,5,1,G,H,S,F,N,3,1,L,M
SET108-7.p,9,130,139,297,2774,3,28,9,102,61,10,10,1,10,45,0.642857,0.222222,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SEU391+1.p,34,265,299,639,1654,23,138,34,199,10,0,85,16,87,162,0.384058,0.537037,3,1,38,5,1,G,H,S,M,N,3,1,L,M
SWC058-1.p,14,185,199,632,1911,2,58,14,147,91,3,16,2,21,63,0.724138,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC108-1.p,14,185,199,628,1901,2,58,14,147,91,3,16,3,21,63,0.724138,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC122-1.p,14,182,196,619,1874,2,59,14,149,84,4,17,3,17,59,0.711864,0.288136,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC373-1.p,14,179,193,612,1853,3,59,14,146,83,3,17,3,17,59,0.711864,0.288136,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWV457+1.p,38,82,120,256,1127,29,26,38,67,77,48,13,9,13,29,0.5,0.448276,2,1,27,4,1,G,H,S,M,N,2,1,L,M
AGT016+1.p,43,586,629,801,4354,40,484,43,584,4,0,483,40,483,485,0.002066,0.995876,2,1,5,5,1,G,H,S,F,N,2,1,M,M
AGT016+2.p,48,948,996,1168,5626,45,846,48,946,4,0,845,45,845,847,0.001182,0.997639,2,1,5,5,1,G,H,S,F,N,2,1,M,M
ALG348-1.p,17,961,978,2736,14144,1,134,17,848,386,5,130,1,130,135,0.029851,0.962963,3,2,55,5,1,G,H,S,M,N,3,2,L,M
HWV013-1.p,11,83,94,373,1248,5,5,11,19,46,6,3,3,3,11,0.4,0.272727,2,1,8,3,1,G,H,S,S,N,2,1,M,M
HWV014-1.p,11,83,94,373,1248,5,5,11,19,46,6,3,3,3,11,0.4,0.272727,2,1,8,3,1,G,H,S,S,N,2,1,M,M
HWV014-2.p,20,117,137,419,1798,8,21,20,55,73,24,4,6,4,35,0.809524,0.114286,3,1,57,5,1,G,H,S,M,N,3,1,L,M
HWV015-1.p,10,84,94,373,1246,4,6,10,20,46,6,4,2,4,12,0.333333,0.333333,2,1,8,3,1,G,H,S,S,N,2,1,M,M
HWV015-2.p,19,118,137,419,1796,7,22,19,56,73,24,5,5,5,36,0.772727,0.138889,3,1,57,5,1,G,H,S,M,N,3,1,L,M
HWV018-3.p,19,118,137,419,1793,7,22,19,56,72,23,5,5,5,36,0.772727,0.138889,3,1,57,5,1,G,H,S,M,N,3,1,L,M
HWV020-3.p,19,118,137,419,1793,7,22,19,56,72,23,5,5,5,36,0.772727,0.138889,3,1,57,5,1,G,H,S,M,N,3,1,L,M
SWV166+1.p,4,209,213,857,5123,3,55,4,98,141,25,38,3,38,72,0.309091,0.527778,7,3,130,9,1,G,H,S,M,N,3,3,L,D
SWV170+1.p,3,213,216,863,5131,3,55,3,102,140,25,38,2,38,72,0.309091,0.527778,7,3,130,9,1,G,U,S,M,N,3,3,L,D
SWV173+1.p,3,209,212,855,5115,3,55,3,98,140,25,38,2,38,72,0.309091,0.527778,7,3,130,9,1,G,U,S,M,N,3,3,L,D
SWV176+1.p,3,211,214,859,5127,3,55,3,100,140,25,38,2,38,72,0.309091,0.527778,7,3,130,9,1,G,U,S,M,N,3,3,L,D
SWV177+1.p,3,211,214,859,5127,3,55,3,100,140,25,38,2,38,72,0.309091,0.527778,7,3,130,9,1,G,U,S,M,N,3,3,L,D
SWV178+1.p,3,209,212,855,5119,3,55,3,98,140,25,38,2,38,72,0.309091,0.527778,7,3,130,9,1,G,U,S,M,N,3,3,L,D
SWV184+1.p,3,205,208,843,5083,3,55,3,94,138,25,38,2,38,72,0.309091,0.527778,7,3,130,9,1,G,U,S,M,N,3,3,L,D
SWV185+1.p,3,207,210,851,5107,3,55,3,96,140,25,38,2,38,72,0.309091,0.527778,7,3,130,9,1,G,U,S,M,N,3,3,L,D
SWV187+1.p,3,204,207,839,5071,3,55,3,93,137,25,38,2,38,72,0.309091,0.527778,7,3,130,9,1,G,U,S,M,N,3,3,L,D
SWV594-1.p,33,1170,1203,3397,18137,7,154,33,1008,572,44,131,4,131,159,0.149351,0.823899,3,2,62,6,1,G,H,S,M,N,3,2,L,D
ANA030-2.p,1,15,16,32,170,1,2,1,15,6,0,1,0,1,2,0.5,0.5,3,2,20,6,1,H,U,S,F,N,3,2,M,D
CSR041+3.p,75,7932,8007,13036,37603,33,3250,75,7932,0,0,2786,2,2786,3250,0.142769,0.857231,4,1,187,6,1,H,H,N,M,N,3,1,L,D
CSR053+5.p,9652,530592,540244,920052,2635324,1566,166679,9652,530592,12,0,158322,316,158322,166679,0.050138,0.949862,5,1,3216,8,1,H,H,S,M,N,3,1,L,D
CSR069+5.p,9652,530592,540244,920052,2635324,1566,166679,9652,530592,12,0,158322,316,158322,166679,0.050138,0.949862,5,1,3216,8,1,H,H,S,M,N,3,1,L,D
GEO191+3.p,18,33,51,129,407,9,2,18,7,0,0,2,2,3,10,0,0.3,2,2,8,2,1,G,H,N,F,N,2,2,M,M
ALG126+1.p,172,1058,1230,8946,59522,124,22,172,524,1230,242,22,172,154,154,0,1,2,1,8,4,2,G,H,S,F,G,2,1,M,M
ALG130+1.p,78,132,210,574,3594,54,16,78,16,210,142,16,78,68,68,0,1,2,2,2,3,1,G,H,S,F,G,2,2,S,M
ALG136+1.p,142,48,190,442,2486,58,0,142,0,190,190,0,142,48,48,0,1,2,2,2,4,1,G,H,P,F,G,2,2,S,M
ALG166+1.p,320,543,863,5498,40987,245,83,320,393,863,478,83,320,233,233,0,1,2,1,9,4,2,G,H,S,F,G,2,1,M,M
ALG178+1.p,1,11,12,26,90,1,2,1,11,6,1,2,1,2,2,0,1,2,1,6,3,1,H,U,S,F,G,2,1,M,M
ALG179+1.p,1,11,12,26,90,1,2,1,11,6,1,2,1,2,2,0,1,2,1,6,3,1,H,U,S,F,G,2,1,M,M
ALG192+1.p,230,125,355,895,5525,110,50,230,50,355,355,50,230,125,125,0,1,2,2,2,4,1,G,H,P,F,G,2,2,S,M
BOO024-1.p,1,6,7,7,78,1,6,1,6,7,7,0,1,0,6,1,0,2,1,5,5,2,U,U,P,M,G,2,1,M,M
BOO026-1.p,1,10,11,11,135,1,10,1,10,11,11,0,1,0,10,1,0,2,1,5,5,2,U,U,P,M,G,2,1,M,M
COL003-12.p,1,3,4,4,50,1,3,1,3,4,4,1,1,1,3,0.666667,0.333333,2,2,2,5,3,U,U,P,S,G,2,2,S,M
COL003-13.p,1,3,4,4,50,1,3,1,3,4,4,1,1,1,3,0.666667,0.333333,2,2,2,6,3,U,U,P,S,G,2,2,S,D
COL003-14.p,1,3,4,4,50,1,3,1,3,4,4,1,1,1,3,0.666667,0.333333,2,2,2,6,3,U,U,P,S,G,2,2,S,D
COL003-15.p,1,3,4,4,50,1,3,1,3,4,4,1,1,1,3,0.666667,0.333333,2,2,2,6,3,U,U,P,S,G,2,2,S,D
COL003-16.p,1,3,4,4,50,1,3,1,3,4,4,1,1,1,3,0.666667,0.333333,2,2,2,8,3,U,U,P,S,G,2,2,S,D
COL035-1.p,1,3,4,4,47,1,3,1,3,4,4,0,0,0,3,1,0,2,1,3,4,3,U,U,P,S,N,2,1,S,M
COL070-1.p,1,2,3,3,33,1,2,1,2,3,3,0,0,0,2,1,0,2,2,2,4,3,U,U,P,S,N,2,2,S,M
COL081-2.p,1,4,5,6,50,1,3,1,4,5,5,0,1,0,3,1,0,2,1,5,4,2,H,U,P,S,G,2,1,M,M
HEN012-3.p,1,7,8,12,52,1,4,1,7,3,0,0,1,0,4,1,0,2,2,2,3,1,H,U,S,M,G,2,2,S,M
HWV058-1.p,1382,2259,3641,8413,714645,2,6,1382,1327,1,1,1,2,1,562,0.833333,0.001779,0,0,0,1,1,G,H,S,M,N,0,0,S,M
LCL003-1.p,1,2,3,5,43,1,1,1,2,0,0,0,1,0,1,1,0,2,1,3,7,3,H,U,N,F,G,2,1,S,D
LCL004-1.p,1,2,3,5,41,1,1,1,2,0,0,0,1,0,1,1,0,2,1,3,7,3,H,U,N,F,G,2,1,S,D
LCL005-1.p,1,2,3,5,41,1,1,1,2,0,0,0,1,0,1,1,0,2,1,3,7,3,H,U,N,F,G,2,1,S,D
LCL068-1.p,1,4,5,7,51,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,5,3,H,U,N,S,G,2,1,S,M
LCL069-1.p,1,4,5,7,51,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,5,3,H,U,N,S,G,2,1,S,M
NUM597+3.p,23,4826,4849,55931,258615,3,30,23,468,4272,10,30,3,30,30,0,1,4,2,122,5,1,G,H,S,F,N,3,2,L,M
PUZ021-1.p,4,9,13,31,119,0,0,4,5,0,0,0,0,0,3,0,0,2,1,6,3,1,G,H,N,F,N,2,1,M,M
SWB010+2.p,2,27,29,80,310,0,8,2,21,4,0,8,0,8,8,0,1,4,3,10,2,1,G,H,S,F,N,3,3,M,M
SWV282-2.p,2,11,13,22,147,1,7,2,10,7,5,1,0,1,8,0.857143,0.125,3,1,15,5,1,G,H,S,M,N,3,1,M,M
SYN758-1.p,4,47,51,399,998,0,1,4,13,0,0,0,0,0,1,1,0,1,1,1,2,1,G,H,N,F,N,1,1,S,M
SYN759-1.p,1,50,51,419,1058,0,1,1,11,0,0,0,0,0,1,1,0,1,1,1,2,1,G,H,N,F,N,1,1,S,M
SYN762-1.p,3,48,51,390,971,0,1,3,11,0,0,0,0,0,1,1,0,1,1,1,2,1,G,H,N,F,N,1,1,S,M
LCL049-1.p,1,4,5,7,42,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,4,2,H,U,N,S,G,2,1,S,M
PRO018+2.p,14,84,98,302,1050,8,8,14,52,11,6,8,8,8,8,0,1,3,2,38,2,1,G,H,S,F,N,3,2,L,M
PRO018+4.p,14,81,95,305,1055,8,8,14,49,13,6,8,8,8,8,0,1,3,1,33,2,1,G,H,S,F,N,3,1,L,M
NUM924+8.p,195,8262,8457,24065,519014,69,1868,195,6378,4253,1520,798,31,798,2186,0.572805,0.36505,9,3,2912,25,3,G,H,S,M,N,3,3,L,D
SEU424+3.p,820,55656,56476,389558,1492488,359,3528,820,18502,22681,757,2468,305,4891,7263,0.300454,0.673413,10,2,20728,7,1,G,H,S,M,N,3,2,L,D
SEU429+3.p,820,55676,56496,389642,1492973,359,3528,820,18517,22691,757,2468,305,4891,7263,0.300454,0.673413,10,2,20740,7,1,G,H,S,M,N,3,2,L,D
SEU435+3.p,819,55686,56505,389676,1493242,358,3528,819,18529,22698,757,2468,304,4891,7263,0.300454,0.673413,10,2,20758,7,1,G,H,S,M,N,3,2,L,D
SWV545-1.010.p,1,3,4,5,1771495,1,2,1,2,4,4,0,1,0,3,1,0,3,2,7,33,8,G,U,P,S,G,3,2,M,D
COL092-2.p,16,177,193,415,2032,13,7,16,151,56,22,3,1,3,13,0.571429,0.230769,4,2,138,5,1,G,H,S,M,N,3,2,L,M
COL093-2.p,16,177,193,415,2032,13,7,16,151,56,22,3,1,3,13,0.571429,0.230769,4,2,138,5,1,G,H,S,M,N,3,2,L,M
GEO049-3.p,8,69,77,198,1028,8,20,8,54,32,10,4,7,4,21,0.8,0.190476,6,5,25,3,1,G,U,S,M,N,3,3,L,M
KLE139+2.p,1,19,20,26,190,0,14,1,19,16,14,0,1,0,14,1,0,2,1,6,4,2,H,H,S,M,G,2,1,M,M
LCL528+1.p,1,145,146,271,1051,1,29,1,136,13,0,29,1,38,38,0,1,2,1,15,5,3,G,U,S,F,G,2,1,M,M
LCL541+1.p,1,146,147,272,1052,1,30,1,137,13,0,30,1,39,39,0,1,2,1,15,5,3,G,U,S,F,G,2,1,M,M
NUM420-1.001.p,15,59,74,144,852,5,21,15,50,66,43,2,0,2,28,0.904762,0.071429,2,1,11,7,1,G,H,S,M,N,2,1,M,D
NUM493+1.p,6,74,80,318,979,4,11,6,47,57,3,11,4,11,11,0,1,2,1,14,3,1,G,H,S,F,N,2,1,M,M
NUM494+1.p,4,75,79,318,995,2,11,4,48,58,3,11,2,11,11,0,1,2,1,14,3,1,G,H,S,F,N,2,1,M,M
NUM859+1.p,1,27,28,65,265,0,1,1,23,3,0,0,1,1,3,1,0.333333,3,2,14,2,1,G,H,S,F,G,3,2,M,M
SET014-6.p,3,95,98,204,2445,1,22,3,87,30,7,13,1,13,25,0.409091,0.52,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET280-6.p,3,95,98,204,2443,1,22,3,87,32,9,13,1,13,25,0.409091,0.52,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SWC188+1.p,14,194,208,739,2160,3,21,14,115,98,7,21,3,27,27,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
SWC193+1.p,14,188,202,720,2102,3,22,14,117,90,5,22,3,22,22,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
CAT002-3.p,1,21,22,44,168,1,6,1,19,14,8,3,1,3,8,0.5,0.375,2,1,6,3,1,G,U,S,S,G,2,1,M,M
CAT002-4.p,1,16,17,31,126,1,6,1,16,11,7,3,1,3,6,0.5,0.5,2,1,4,3,1,H,U,S,S,G,2,1,S,M
FLD009-1.p,3,28,31,77,260,3,4,3,25,0,0,4,2,4,4,0,1,2,1,6,3,1,G,U,N,F,N,2,1,M,M
GEO084+1.p,4,43,47,141,527,1,4,4,27,14,0,3,1,3,8,0.25,0.375,3,1,27,3,1,G,H,S,F,N,3,1,L,M
GEO084-1.p,4,43,47,141,527,1,4,4,27,14,0,3,1,3,8,0.25,0.375,3,1,27,3,1,G,H,S,F,N,3,1,L,M
GEO203+1.p,7,11,18,39,135,3,4,7,4,0,0,4,0,4,4,0,1,2,2,4,3,1,G,H,N,F,N,2,2,S,M
GRP214-1.p,1,15,16,34,164,0,3,1,3,16,16,0,0,12,15,1,0.8,2,1,3,3,1,G,H,P,S,N,2,1,S,M
GRP224-1.p,1,53,54,118,551,0,3,1,3,54,54,0,0,50,53,1,0.943396,2,1,3,3,1,G,H,P,S,N,2,1,S,M
GRP238-1.p,1,63,64,139,641,0,3,1,3,64,64,0,0,60,63,1,0.952381,2,1,3,3,1,G,H,P,S,N,2,1,S,M
GRP256-1.p,1,45,46,100,462,0,3,1,3,46,46,0,0,42,45,1,0.933333,2,1,3,3,1,G,H,P,S,N,2,1,S,M
HWV059+1.p,1147,1986,3133,7229,668457,2,2,1147,1193,1,1,1,2,1,468,0.5,0.002137,114,106,121011,2,1,G,H,S,F,N,3,3,L,M
LAT277-1.p,85,2652,2737,6007,30001,48,599,85,2404,1053,557,174,10,174,663,0.709516,0.262443,18,3,570,8,1,G,H,S,M,N,3,3,L,D
LAT294+1.p,8,60,68,163,601,5,32,8,55,7,2,26,4,26,33,0.1875,0.787879,2,1,14,3,1,G,H,S,M,N,2,1,M,M
LCL835-1.p,40,453,493,970,7568,30,131,40,411,294,158,39,2,39,142,0.70229,0.274648,5,2,107,9,1,G,H,S,M,N,3,2,L,D
NUM490+1.p,5,75,80,318,995,3,12,5,48,60,6,12,3,12,12,0,1,2,1,14,3,1,G,H,S,F,N,2,1,M,M
SET076-7.p,8,98,106,223,2235,3,22,8,83,37,6,10,1,10,30,0.545455,0.333333,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SWC316-1.p,14,189,203,653,1992,2,59,14,152,89,3,17,2,21,63,0.711864,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWV125+1.p,3,390,393,3628,14752,2,84,3,140,145,25,67,2,92,126,0.202381,0.730159,7,3,130,9,1,G,H,S,M,N,3,3,L,D
SWV273-1.p,92,2725,2817,6134,30840,55,632,92,2468,1103,603,175,12,175,698,0.723101,0.250716,18,2,557,8,1,G,H,S,M,N,3,2,L,D
SWV486+1.p,3,20,23,53,195,2,6,3,18,11,4,4,2,4,7,0.333333,0.571429,2,2,8,3,1,G,H,S,S,N,2,2,M,M
SWV487+1.p,3,20,23,53,195,2,6,3,18,11,4,4,2,4,7,0.333333,0.571429,2,2,8,3,1,G,H,S,S,N,2,2,M,M
SWW431-1.p,14,10,24,34,244,14,3,14,7,19,14,1,12,1,3,0.666667,0.333333,2,2,6,14,2,G,U,S,S,N,2,2,M,D
SWW437-1.p,28,10,38,48,282,28,3,28,7,33,28,1,26,1,3,0.666667,0.333333,2,2,6,13,1,G,U,S,S,N,2,2,M,D
SYN600-1.p,1,28,29,64,333,1,7,1,28,0,0,3,1,3,7,0.571429,0.428571,2,1,14,12,1,H,U,N,M,G,2,1,M,D
ANA012-1.p,86,2691,2777,6108,30265,49,590,86,2443,1046,547,171,10,171,654,0.710169,0.261468,18,3,548,8,1,G,H,S,M,N,3,3,L,D
GEO280+1.p,42,231,273,3197,10362,4,21,42,135,255,10,21,4,21,21,0,1,18,4,228,3,1,G,H,S,F,N,3,3,L,M
NUM466+2.p,3,60,63,237,744,2,11,3,44,46,3,11,2,11,11,0,1,2,2,12,3,1,G,H,S,F,N,2,2,M,M
NUM478+2.p,4,63,67,259,822,4,10,4,46,49,6,10,4,10,10,0,1,2,2,12,4,1,G,U,S,F,G,2,2,M,M
NUM580+3.p,13,4187,4200,51237,236488,3,29,13,257,3785,9,29,3,29,29,0,1,4,2,99,5,1,G,H,S,F,N,3,2,L,M
NUM611+3.p,25,4877,4902,56020,258969,4,54,25,518,4291,17,54,4,54,54,0,1,4,2,124,5,1,G,H,S,F,N,3,2,L,M
NUM840+1.p,10,35,45,87,364,4,7,10,30,28,17,1,1,1,10,0.857143,0.1,2,1,11,3,1,G,H,S,M,N,2,1,M,M
NUM841+2.p,3,23,26,40,205,1,12,3,21,13,10,6,1,6,14,0.5,0.428571,2,1,5,3,1,G,H,S,M,N,2,1,M,M
NUM853+1.p,10,52,62,117,528,4,15,10,47,35,24,1,1,1,18,0.933333,0.055556,2,1,13,3,1,G,H,S,M,N,2,1,M,M
RNG090+1.p,2,66,68,217,791,2,17,2,53,41,4,17,2,17,17,0,1,4,2,36,3,1,G,U,S,F,G,3,2,L,M
SEU150+2.p,13,96,109,247,1068,4,20,13,75,75,16,4,2,4,33,0.8,0.121212,3,2,32,3,1,G,H,S,M,N,3,2,L,M
SWV339-1.p,127,2811,2938,6321,32221,90,669,127,2544,1176,671,182,17,183,737,0.727952,0.248304,18,2,580,8,1,G,H,S,M,N,3,2,L,D
ALG148+1.p,94,241,335,1266,5182,54,0,94,131,335,139,0,94,50,50,0,1,2,2,2,4,1,G,H,S,F,G,2,2,S,M
ALG160+1.p,86,1346,1432,6492,22560,54,0,86,178,1432,126,0,86,52,52,0,1,2,2,2,4,1,G,H,S,F,G,2,2,S,M
LCL382-1.p,1,4,5,7,46,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,5,3,H,U,N,S,G,2,1,S,M
NUM590+1.p,10,165,175,691,2484,3,24,10,126,103,10,24,3,24,24,0,1,4,2,72,5,1,G,H,S,F,N,3,2,L,M
GRP012+5.p,1,9,10,16,72,1,7,1,9,0,0,2,1,2,7,0.714286,0.285714,2,1,3,2,1,H,U,N,M,G,2,1,S,M
GRP012-3.p,1,8,9,17,77,1,5,1,8,2,1,0,1,0,5,1,0,2,1,3,3,1,H,U,S,M,G,2,1,S,M
GRP039-1.p,1,15,16,32,113,1,8,1,13,1,0,3,1,3,10,0.625,0.3,2,1,5,2,1,G,U,S,M,G,2,1,M,M
GRP039-4.p,1,16,17,33,115,1,9,1,14,1,0,4,1,4,11,0.555556,0.363636,2,1,5,2,1,G,U,S,M,G,2,1,M,M
GRP040-3.p,2,15,17,32,116,2,9,2,13,2,1,3,2,3,11,0.666667,0.272727,2,1,5,3,1,G,U,S,M,G,2,1,M,M
GRP193-1.p,1,20,21,21,184,1,20,1,20,21,21,5,1,5,20,0.75,0.25,2,1,7,4,2,U,U,P,M,G,2,1,M,M
NUM435+1.p,4,38,42,115,394,3,9,4,31,29,4,9,3,9,9,0,1,2,1,7,3,1,G,H,S,F,N,2,1,M,M
PRO005+2.p,13,71,84,203,679,7,6,13,54,10,6,6,7,6,6,0,1,3,2,34,2,1,G,H,S,F,N,3,2,L,M
RNG083+1.p,1,20,21,51,193,0,3,1,20,15,1,3,1,3,3,0,1,2,1,5,3,1,H,H,S,F,G,2,1,M,M
SEU354+2.p,45,2722,2767,13138,64172,23,203,45,1129,1587,38,102,11,108,269,0.497537,0.401487,7,2,1086,5,1,G,H,S,M,N,3,2,L,M
SWV821-1.p,45,1255,1300,3687,20183,21,132,45,1082,604,113,55,2,55,142,0.583333,0.387324,6,2,75,6,1,G,H,S,M,N,3,2,L,D
AGT008+1.p,43,586,629,801,4355,40,484,43,584,4,0,484,40,484,485,0,0.997938,2,1,5,5,1,G,H,S,F,N,2,1,M,M
AGT021+1.p,43,586,629,801,4353,40,484,43,584,4,0,483,40,483,485,0.002066,0.995876,2,1,5,5,1,G,H,S,F,N,2,1,M,M
AGT026+1.p,43,586,629,801,4354,40,484,43,584,4,0,483,40,483,485,0.002066,0.995876,2,1,5,5,1,G,H,S,F,N,2,1,M,M
CSR034+5.p,9652,530592,540244,920052,2635324,1566,166679,9652,530592,12,0,158322,315,158322,166679,0.050138,0.949862,5,1,3216,8,1,H,H,S,M,N,3,1,L,D
LCL801-1.p,41,755,796,1730,24533,17,224,41,665,482,220,46,1,46,246,0.794643,0.186992,6,2,178,26,2,G,H,S,M,N,3,2,L,D
LCL820-1.p,41,754,795,1729,24522,17,223,41,664,482,220,45,1,45,245,0.798206,0.183673,6,2,178,26,2,G,H,S,M,N,3,2,L,D
RNG004-2.p,1,21,22,59,239,1,8,1,21,5,1,2,1,2,8,0.75,0.25,2,1,5,2,1,H,U,S,M,G,2,1,M,M
RNG004-3.p,1,33,34,85,337,1,11,1,33,0,0,2,1,2,11,0.818182,0.181818,2,1,5,2,1,H,U,N,M,G,2,1,M,M
